Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawPoints,Magic Number,The method contains a magic number: 2,143
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawPoints,Magic Number,The method contains a magic number: 2,143
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawPoints,Magic Number,The method contains a magic number: 2,143
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Complex Method,Cyclomatic complexity of the method is 35,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Long Method,The method has 278 lines of code.,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 2,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 4,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 4,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 4,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawLines,Magic Number,The method contains a magic number: 4,196
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Complex Method,Cyclomatic complexity of the method is 13,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Long Method,The method has 154 lines of code.,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Long Statement,The length of the statement "final ShaderBuffer[] extraBuffers={new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)`new ShaderBuffer(vertexOutputFormat)};" is 332.,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 7,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 7,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 7,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 7,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 5,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 6,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 7,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 8,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 9,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 10,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 11,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 6,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 3,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 4,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 5,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 6,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 7,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangles,Magic Number,The method contains a magic number: 2,513
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Long Parameter List,The method has 5 parameters. ,713
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Magic Number,The method contains a magic number: 2,713
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Magic Number,The method contains a magic number: 3,713
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Magic Number,The method contains a magic number: 4,713
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Magic Number,The method contains a magic number: 5,713
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3e4e4fda,713
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Long Parameter List,The method has 13 parameters. ,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 2,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 3,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 4,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 5,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 2,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 3,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 4,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 4,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Magic Number,The method contains a magic number: 4,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,computeIntersection,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@776c147d,732
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Complex Conditional,The conditional expression dy12 < 0 || dy12 == 0 && dx12 > 0 is complex.,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Complex Conditional,The conditional expression dy23 < 0 || dy23 == 0 && dx23 > 0 is complex.,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Complex Conditional,The conditional expression dy31 < 0 || dy31 == 0 && dx31 > 0 is complex.,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Complex Conditional,The conditional expression a00 && a10 && a01&& a11 || b00 && b10 && b01&& b11 || c00 && c10 && c01&& c11 is complex.,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Complex Conditional,The conditional expression cx1 > 0 && cx2 > 0 && cx3 > 0 is complex.,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Complex Method,Cyclomatic complexity of the method is 10,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Long Parameter List,The method has 18 parameters. ,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 16,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 16,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 16,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 16,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 16,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 16,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 3,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 0xf,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 0xf,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 0xf,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 0xf,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,drawTriangle,Magic Number,The method contains a magic number: 4,775
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,isInside,Long Parameter List,The method has 5 parameters. ,892
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,writeFragment,Long Parameter List,The method has 6 parameters. ,917
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,readComponent,Long Parameter List,The method has 5 parameters. ,936
Flow_Caustic,com.flowpowered.caustic.software,SoftwareVertexArray,readComponent,Long Statement,The length of the statement "return SoftwareUtil.read(buffer`type`SoftwareUtil.read(indicesBuffer`INDICES_TYPE`index + this.offset) * attributeSize + offset);" is 129.,936
Flow_Caustic,com.flowpowered.caustic.software,SoftwareTexture,setFormat,Complex Method,Cyclomatic complexity of the method is 8,62
Flow_Caustic,com.flowpowered.caustic.software,SoftwareTexture,setImageData,Magic Number,The method contains a magic number: 0.5f,125
Flow_Caustic,com.flowpowered.caustic.software,SoftwareTexture,getImageData,Complex Method,Cyclomatic complexity of the method is 15,133
Flow_Caustic,com.flowpowered.caustic.software,SoftwareTexture,getImageData,Magic Number,The method contains a magic number: 0xFFFFFFFF,133
Flow_Caustic,com.flowpowered.caustic.software,SoftwareTexture,sample,Magic Number,The method contains a magic number: 2,202
Flow_Caustic,com.flowpowered.caustic.software,SoftwareTexture,sample,Magic Number,The method contains a magic number: 3,202
Flow_Caustic,com.flowpowered.caustic.software,SoftwareRenderer,init,Magic Number,The method contains a magic number: 3,160
Flow_Caustic,com.flowpowered.caustic.software,SoftwareRenderer,render,Complex Conditional,The conditional expression frame.isResizable() && getWidth() != width && getHeight() != height is complex.,192
Flow_Caustic,com.flowpowered.caustic.software,SoftwareRenderer,checkBounds,Complex Conditional,The conditional expression CausticUtil.isDebugEnabled() && (x < 0 || x >= width || y < 0 || y >= width) is complex.,234
Flow_Caustic,com.flowpowered.caustic.software,ShaderImplementation,ShaderImplementation,Abstract Function Call From Constructor,The constructor ShaderImplementation calls a virtual method getType.,49
Flow_Caustic,com.flowpowered.caustic.software,ShaderImplementation,ShaderImplementation,Complex Conditional,The conditional expression outputFormat == null || outputFormat.length <= 0 || outputFormat[0].getCount() != 4 || outputFormat[0].getType() != DataType.FLOAT is complex.,49
Flow_Caustic,com.flowpowered.caustic.software,ShaderImplementation,ShaderImplementation,Long Statement,The length of the statement "if (outputFormat == null || outputFormat.length <= 0 || outputFormat[0].getCount() != 4 || outputFormat[0].getType() != DataType.FLOAT) {" is 137.,49
Flow_Caustic,com.flowpowered.caustic.software,ShaderImplementation,ShaderImplementation,Long Statement,The length of the statement "throw new IllegalArgumentException("Vertex shader output format must have 4 floats as the first output type in the declared format");" is 133.,49
Flow_Caustic,com.flowpowered.caustic.software,ShaderImplementation,ShaderImplementation,Magic Number,The method contains a magic number: 4,49
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,create,Complex Conditional,The conditional expression buffer == null || newCapacity > oldCapacity || newCapacity <= oldCapacity * threshold is complex.,51
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,setAsFloat,Long Parameter List,The method has 5 parameters. ,69
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,read,Complex Method,Cyclomatic complexity of the method is 8,80
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@67b8b180,80
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,read,Complex Method,Cyclomatic complexity of the method is 8,97
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5695fad9,97
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,write,Complex Method,Cyclomatic complexity of the method is 8,115
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,write,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@590b7982,115
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,write,Complex Method,Cyclomatic complexity of the method is 8,135
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,write,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2032cd25,135
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,readAsFloat,Complex Method,Cyclomatic complexity of the method is 8,156
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,readAsFloat,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2a45c12,156
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,copy,Long Parameter List,The method has 6 parameters. ,190
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,toFloat,Complex Method,Cyclomatic complexity of the method is 8,194
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,toFloat,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7b1e2dad,194
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Long Statement,The length of the statement "return ((int)(clamp(a`0`1) * BYTE_RANGE) & 0xFF) << 24 | ((int)(clamp(r`0`1) * BYTE_RANGE) & 0xFF) << 16 | ((int)(clamp(g`0`1) * BYTE_RANGE) & 0xFF) << 8 | (int)(clamp(b`0`1) * BYTE_RANGE) & 0xFF;" is 196.,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 0xFF,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 24,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 0xFF,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 16,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 0xFF,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 8,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,pack,Magic Number,The method contains a magic number: 0xFF,227
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,lerp,Long Parameter List,The method has 5 parameters. ,248
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,lerp,Long Statement,The length of the statement "out.writeRaw(Float.floatToIntBits(GenericMath.lerp(Float.intBitsToFloat(inA.readRaw())`Float.intBitsToFloat(inB.readRaw())`percent)));" is 134.,248
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,baryLerp,Long Parameter List,The method has 6 parameters. ,267
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,baryLerp,Long Parameter List,The method has 8 parameters. ,271
Flow_Caustic,com.flowpowered.caustic.software,SoftwareUtil,baryLerp,Long Statement,The length of the statement "out.writeRaw(Float.floatToIntBits(r * Float.intBitsToFloat(inA.readRaw()) + s * Float.intBitsToFloat(inB.readRaw()) + t * Float.intBitsToFloat(inC.readRaw())));" is 160.,271
Flow_Caustic,com.flowpowered.caustic.api.gl,Texture,Format,Long Parameter List,The method has 8 parameters. ,213
Flow_Caustic,com.flowpowered.caustic.api,Camera,createPerspective,Long Parameter List,The method has 5 parameters. ,156
Flow_Caustic,com.flowpowered.caustic.api,Camera,createOrthographic,Long Parameter List,The method has 6 parameters. ,170
Flow_Caustic,com.flowpowered.caustic.api,GLVersioned,GLVersion,Long Parameter List,The method has 5 parameters. ,70
Flow_Caustic,com.flowpowered.caustic.api,GLVersioned,getFull,Magic Number,The method contains a magic number: 10,78
Flow_Caustic,com.flowpowered.caustic.api,GLVersioned,getGLSLFull,Magic Number,The method contains a magic number: 100,114
Flow_Caustic,com.flowpowered.caustic.api,GLVersioned,getGLSLFull,Magic Number,The method contains a magic number: 10,114
Flow_Caustic,com.flowpowered.caustic.api.data,VertexAttribute,DataType,Magic Number,The method contains a magic number: 2,242
Flow_Caustic,com.flowpowered.caustic.api.data,ShaderSource,parse,Magic Number,The method contains a magic number: 2,89
Flow_Caustic,com.flowpowered.caustic.api.data,ShaderSource,parse,Magic Number,The method contains a magic number: 3,89
Flow_Caustic,com.flowpowered.caustic.api.data,ShaderSource,parse,Magic Number,The method contains a magic number: 3,89
Flow_Caustic,com.flowpowered.caustic.api.data,ShaderSource,parse,Magic Number,The method contains a magic number: 2,89
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,buildMesh,Complex Conditional,The conditional expression positions != null && textureCoords != null && normals != null && sizes.getW() > 0 is complex.,70
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,buildMesh,Long Parameter List,The method has 5 parameters. ,70
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,buildMesh,Magic Number,The method contains a magic number: 3,70
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,buildMesh,Magic Number,The method contains a magic number: 4,70
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,generateNormals,Magic Number,The method contains a magic number: 3,148
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,generateNormals,Magic Number,The method contains a magic number: 3,148
Flow_Caustic,com.flowpowered.caustic.api.util,MeshGenerator,generateNormals,Magic Number,The method contains a magic number: 3,148
