Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishDependenciesResultJsonFactoryTest,testGeneratedJsonWithMissingResolvedContent,Long Statement,The length of the statement "final PushContentRequests pushRequests=PushContentRequests.create().addParentOf(ContentId.from("s1")`ContentId.from("s2")`ContentId.from("s3")).addParentOf(ContentId.from("s2")`ContentId.from("s3")`ContentId.from("s3")).addRequested(ContentId.from("s3")`ContentId.from("s3")).build();" is 284.,199
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishDependenciesResultJsonFactoryTest,testGeneratedJsonWithMissingResolvedContent,Long Statement,The length of the statement "final ResolvePublishDependenciesResult resolvedDependencies=ResolvePublishDependenciesResult.create().pushContentRequests(pushRequests).build();" is 144.,199
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishDependenciesResultJsonFactoryTest,createDependantsResultJson,Long Statement,The length of the statement "return ResolvePublishDependenciesResultJsonFactory.create().resolvedPublishDependencies(resolvedDependencies).iconUrlResolver(new ContentIconUrlResolver(this.contentTypeService)).resolvedContents(resolved).compareContentResults(compareResults).build().createJson();" is 265.,219
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishDependenciesResultJsonFactoryTest,createCompareContentResults,Long Statement,The length of the statement "return CompareContentResults.create().add(new CompareContentResult(CompareStatus.NEW`ContentId.from("s1"))).add(new CompareContentResult(CompareStatus.NEW`ContentId.from("s2"))).add(new CompareContentResult(CompareStatus.NEW`ContentId.from("s3"))).build();" is 256.,232
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishDependenciesResultJsonFactoryTest,createContent,Long Statement,The length of the statement "return Content.create().id(ContentId.from(id)).name(name).parentPath(path).valid(valid).type(ContentTypeName.folder()).displayName(name).build();" is 145.,252
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentIconResource,resolveResponseFromThumbnail,Long Statement,The length of the statement "final ReadImageParams readImageParams=ReadImageParams.newImageParams().contentId(content.getId()).binaryReference(contentThumbnail.getBinaryReference()).scaleSize(size).scaleSquare(crop).format(format).orientation(imageOrientation).build();" is 240.,97
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentIconResource,resolveResponseFromImageAttachment,Long Statement,The length of the statement "final ReadImageParams readImageParams=ReadImageParams.newImageParams().contentId(media.getId()).binaryReference(imageAttachment.getBinaryReference()).cropping(media.getCropping()).scaleSize(size).scaleSquare(crop).format(format).orientation(getSourceAttachmentOrientation(media)).build();" is 288.,132
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentMediaResource,doServeMedia,Long Statement,The length of the statement "response=response.header("Content-Disposition"`"attachment; filename=\"" + fileName + "\"; filename*=UTF-8''"+ URLEncoder.encode(fileName`"UTF-8"));" is 148.,67
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,readImage,Long Statement,The length of the statement "image=image.getSubimage((int)(width * sourceCropping.left())`(int)(height * sourceCropping.top())`(int)(width * sourceCropping.width())`(int)(height * sourceCropping.height()));" is 177.,49
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Complex Method,Cyclomatic complexity of the method is 9,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Magic Number,The method contains a magic number: 2,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Magic Number,The method contains a magic number: 2,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Magic Number,The method contains a magic number: 3,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Magic Number,The method contains a magic number: 2,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Magic Number,The method contains a magic number: 3,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Magic Number,The method contains a magic number: 2,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageHelperImpl,rotateImage,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@60a34f54,83
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentImageResource,resolveResponseFromContentImageAttachment,Long Statement,The length of the statement "final ReadImageParams readImageParams=ReadImageParams.newImageParams().contentId(media.getId()).binaryReference(attachment.getBinaryReference()).cropping(cropping).scaleSize(size).scaleWidth(scaleWidth).format(format).orientation(imageOrientation).build();" is 256.,103
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishDependenciesResultJsonFactory,buildResolvedDependencyContent,Long Statement,The length of the statement "return ResolvedDependencyContent.create().content(resolvedContent).compareStatus(fetchStatus(dependencyContentId`compareContentResults)).iconUrl(iconUrlResolver.resolve(resolvedContent)).isChild(isChild).build();" is 212.,71
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,createMedia,Long Statement,The length of the statement "createMediaParams.name(form.getAsString("name")).mimeType(mediaFile.getContentType()).byteSource(getFileItemByteSource(mediaFile));" is 131.,171
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,updateMedia,Long Statement,The length of the statement "final UpdateMediaParams params=new UpdateMediaParams().content(ContentId.from(form.getAsString("content"))).name(form.getAsString("name"));" is 139.,211
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,updateThumbnail,Long Statement,The length of the statement "final CreateAttachment thumbnailAttachment=CreateAttachment.create().name(AttachmentNames.THUMBNAIL).mimeType(mediaFile.getContentType()).byteSource(getFileItemByteSource(mediaFile)).build();" is 191.,241
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,updateThumbnail,Long Statement,The length of the statement "final UpdateContentParams params=new UpdateContentParams().contentId(ContentId.from(form.getAsString("id"))).createAttachments(CreateAttachments.from(thumbnailAttachment));" is 172.,241
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,delete,Long Statement,The length of the statement "Collections.sort(contentsToDeleteList`( ContentPath contentPath1` ContentPath contentPath2) -> (contentPath2.elementCount() - contentPath1.elementCount()));" is 156.,320
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,publish,Long Statement,The length of the statement "final PushContentsResult result=contentService.push(PushContentParams.create().target(ContentConstants.BRANCH_MASTER).contentIds(contentIds).includeChildren(params.isIncludeChildren()).allowPublishOutsideSelection(true).resolveDependencies(true).build());" is 255.,376
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,resolvePublishRequestedContents,Long Statement,The length of the statement "final ResolvePublishDependenciesResult result=contentService.resolvePublishDependencies(ResolvePublishDependenciesParams.create().target(ContentConstants.BRANCH_MASTER).contentIds(contentIds).includeChildren(params.includeChildren()).build());" is 243.,393
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,resolvePublishRequestedContents,Long Statement,The length of the statement "final CompareContentResults compareResults=contentService.compare(new CompareContentsParams(resolvedContentIds`ContentConstants.BRANCH_MASTER));" is 144.,393
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,resolvePublishRequestedContents,Long Statement,The length of the statement "return ResolvePublishRequestedContentsResultJsonFactory.create().resolvedPublishDependencies(result).iconUrlResolver(newContentIconUrlResolver()).resolvedContents(resolvedContents).compareContentResults(compareResults).build().createJson();" is 240.,393
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,resolvePublishDependencies,Long Statement,The length of the statement "final ResolvePublishDependenciesResult result=contentService.resolvePublishDependencies(ResolvePublishDependenciesParams.create().target(ContentConstants.BRANCH_MASTER).contentIds(contentIds).includeChildren(params.includeChildren()).build());" is 243.,420
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,resolvePublishDependencies,Long Statement,The length of the statement "final CompareContentResults compareResults=contentService.compare(new CompareContentsParams(resolvedContentIds`ContentConstants.BRANCH_MASTER));" is 144.,420
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,resolvePublishDependencies,Long Statement,The length of the statement "return ResolvePublishDependenciesResultJsonFactory.create().resolvedPublishDependencies(result).iconUrlResolver(newContentIconUrlResolver()).resolvedContents(resolvedContents).compareContentResults(compareResults).build().createJson();" is 235.,420
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,applyPermissions,Long Statement,The length of the statement "final PrincipalKey modifier=authInfo != null && authInfo.isAuthenticated() ? authInfo.getUser().getKey() : PrincipalKey.ofAnonymous();" is 134.,447
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,applyPermissions,Long Statement,The length of the statement "contentService.applyPermissions(ApplyContentPermissionsParams.create().contentId(updatedContent.getId()).overwriteChildPermissions(jsonParams.isOverwriteChildPermissions()).modifier(modifier).build());" is 201.,447
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,setChildOrder,Long Statement,The length of the statement "final Content updatedContent=this.contentService.setChildOrder(SetContentChildOrderParams.create().childOrder(params.getChildOrder().getChildOrder()).contentId(ContentId.from(params.getContentId())).silent(params.isSilent()).build());" is 234.,475
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,reorderChildContents,Long Statement,The length of the statement "content=this.contentService.setChildOrder(SetContentChildOrderParams.create().childOrder(params.getChildOrder().getChildOrder()).contentId(ContentId.from(params.getContentId())).silent(true).build());" is 200.,488
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,reorderChildContents,Long Statement,The length of the statement "content=this.contentService.setChildOrder(SetContentChildOrderParams.create().childOrder(ChildOrder.manualOrder()).contentId(ContentId.from(params.getContentId())).silent(true).build());" is 186.,488
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,reorderChildContents,Long Statement,The length of the statement "throw new ReorderNotAllowedException(String.format("Not allowed to reorder children manually` current parentOrder = [%s]."`content.getChildOrder().toString()));" is 160.,488
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,reorderChildContents,Long Statement,The length of the statement "final ReorderChildContentsParams.Builder builder=ReorderChildContentsParams.create().contentId(ContentId.from(params.getContentId())).silent(params.isSilent());" is 160.,488
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,reorderChildContents,Long Statement,The length of the statement "builder.add(ReorderChildParams.create().contentToMove(ContentId.from(reorderChildJson.getContentId())).contentToMoveBefore(isBlank(moveBefore) ? null : ContentId.from(moveBefore)).build());" is 189.,488
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,listById,Long Parameter List,The method has 5 parameters. ,618
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,listById,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(fromParam).size(sizeParam).parentPath(parentContentPath).childOrder(ChildOrder.from(childOrder)).build();" is 184.,618
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,listByPath,Long Parameter List,The method has 5 parameters. ,649
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,listByPath,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(fromParam).size(sizeParam).parentPath(parentContentPath).childOrder(ChildOrder.from(childOrder)).build();" is 184.,649
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,listBatched,Long Statement,The length of the statement "final ContentListMetaData metaData=ContentListMetaData.create().totalHits(contents.getSize()).hits(contents.getSize()).build();" is 127.,678
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,doGetByParentPath,Long Statement,The length of the statement "final ContentListMetaData metaData=ContentListMetaData.create().totalHits(result.getTotalHits()).hits(result.getHits()).build();" is 128.,694
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,query,Long Statement,The length of the statement "final FindContentByQueryResult findResult=contentService.find(FindContentByQueryParams.create().populateChildren(getChildrenIds).contentQuery(contentQueryJson.getContentQuery()).build());" is 187.,727
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,query,Long Statement,The length of the statement "return FindContentByQuertResultJsonFactory.create(findResult`contentQueryJson.getExpand()`iconUrlResolver`principalsResolver);" is 126.,727
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,compare,Long Statement,The length of the statement "final CompareContentResults compareResults=contentService.compare(new CompareContentsParams(contentIds`ContentConstants.BRANCH_MASTER));" is 136.,752
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,getContentVersions,Long Statement,The length of the statement "final FindContentVersionsResult result=contentService.getVersions(FindContentVersionsParams.create().contentId(contentId).from(params.getFrom() != null ? params.getFrom() : 0).size(params.getSize() != null ? params.getSize() : 10).build());" is 240.,763
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,getContentVersions,Magic Number,The method contains a magic number: 10,763
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,getActiveVersions,Long Statement,The length of the statement "final GetActiveContentVersionsResult result=contentService.getActiveVersions(GetActiveContentVersionsParams.create().branches(Branches.from(ContentConstants.BRANCH_DRAFT`ContentConstants.BRANCH_MASTER)).contentId(ContentId.from(id)).build());" is 242.,778
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,getLocales,Long Statement,The length of the statement "locales=Arrays.stream(locales).filter((locale) -> containsIgnoreCase(locale.toLanguageTag()`query) || containsIgnoreCase(locale.getDisplayName(locale)`query) || containsIgnoreCase(locale.getLanguage()`query)|| containsIgnoreCase(locale.getDisplayLanguage(locale)`query)|| containsIgnoreCase(locale.getVariant()`query)|| containsIgnoreCase(locale.getDisplayVariant(locale)`query)|| containsIgnoreCase(locale.getCountry()`query)|| containsIgnoreCase(locale.getDisplayCountry(locale)`query)).toArray(Locale[]::new);" is 512.,791
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,countChildren,Long Statement,The length of the statement "FindContentByQueryResult result=this.contentService.find(FindContentByQueryParams.create().contentQuery(ContentQuery.create().size(0).queryExpr(constructExprToCountChildren(contentsPaths)).build()).build());" is 207.,862
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentResource,constructExprToCountChildren,Long Statement,The length of the statement "ConstraintExpr expr=CompareExpr.like(FieldExpr.from("_path")`ValueExpr.string("/content" + contentsPaths.first() + "/*"));" is 122.,871
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentIconUrlResolver,resolve,Long Statement,The length of the statement "return ServletRequestUrlHelper.createUri("/admin/rest/content/icon/" + content.getId() + "?ts="+ content.getModifiedTime().toEpochMilli());" is 139.,24
xp,com.enonic.xp.admin.impl.rest.resource.content,ContentIconUrlResolver,resolve,Long Statement,The length of the statement "return ServletRequestUrlHelper.createUri("/admin/rest/content/icon/" + content.getId() + "?ts="+ content.getModifiedTime().toEpochMilli());" is 139.,24
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishRequestedContentsResultJsonFactory,populateResultList,Long Statement,The length of the statement "resolvedContentList.add(ResolvedContent.ResolvedRequestedContent.create().childrenCount(numberOfChildren).dependantsCount(dependants).content(content).compareStatus(getCompareStatus(requestedContentId)).iconUrl(iconUrlResolver.resolve(content)).build());" is 254.,44
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishRequestedContentsResultJsonFactory,getNumberOfChildren,Long Identifier,The length of the identifier pushedBecauseChildOfContentIds is 30.,91
xp,com.enonic.xp.admin.impl.rest.resource.content,ResolvePublishRequestedContentsResultJsonFactory,countTriggeredContents,Long Statement,The length of the statement "if (initialContentId.equals(resolvedPublishDependencies.getPushContentRequests().findContentIdThatInitiallyTriggeredPublish(contentIdWithReason))) {" is 148.,98
xp,com.enonic.xp.admin.impl.rest.resource.content,FindContentByQuertResultJsonFactory,create,Long Statement,The length of the statement "final ContentListMetaData metadata=ContentListMetaData.create().totalHits(contentQueryResult.getTotalHits()).hits(contentQueryResult.getHits()).build();" is 152.,18
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,getResourceInstance,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByName(Mockito.isA(GetContentTypeParams.class))).thenReturn(createContentType("myapplication:my_type"));" is 139.,46
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,update_page_success,Long Statement,The length of the statement "String jsonString=request().path("content/page/update").entity(readFromFile("update_page_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,65
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,update_page_failure,Long Statement,The length of the statement "Mockito.when(this.pageService.update(Mockito.isA(UpdatePageParams.class))).thenThrow(new ContentNotFoundException(content.getId()`Branch.from("branch")));" is 154.,80
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,update_page_failure,Long Statement,The length of the statement "String jsonString=request().path("content/page/update").entity(readFromFile("update_page_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,80
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,create_page_success,Long Statement,The length of the statement "String jsonString=request().path("content/page/create").entity(readFromFile("update_page_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,96
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,createPage,Long Statement,The length of the statement "Page page=Page.create().template(PageTemplateKey.from("my-page")).config(rootDataSet).regions(PageRegions.create().build()).build();" is 132.,111
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,createPage,Long Statement,The length of the statement "return Content.create().id(ContentId.from(id)).path(ContentPath.from("/" + name)).creator(PrincipalKey.from("user:system:admin")).owner(PrincipalKey.from("user:myStore:me")).valid(true).language(Locale.ENGLISH).displayName("My Content").modifier(PrincipalKey.from("user:system:admin")).type(ContentTypeName.from(contentTypeName)).page(page).build();" is 349.,111
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageResourceTest,createContentType,Long Statement,The length of the statement "return ContentType.create().superType(ContentTypeName.structured()).displayName("My type").name(name).icon(Icon.from(new byte[]{123}`"image/gif"`Instant.now())).build();" is 169.,137
xp,com.enonic.xp.admin.impl.rest.resource.content.page,CreatePageJson,CreatePageJson,Long Parameter List,The method has 5 parameters. ,23
xp,com.enonic.xp.admin.impl.rest.resource.content.page,CreatePageJson,CreatePageJson,Long Statement,The length of the statement "this.createPage=new CreatePageParams().content(ContentId.from(contentId)).controller(pageDescriptorKey != null ? DescriptorKey.from(pageDescriptorKey) : null).pageTemplate(pageTemplateKey != null ? PageTemplateKey.from(pageTemplateKey) : null).config(config != null ? PropertyTreeJson.fromJson(config) : null).regions(regions != null ? new PageRegionsJson(regions).getPageRegions() : null);" is 390.,23
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageTemplateResource,list,Long Statement,The length of the statement "final ContentListMetaData metaData=ContentListMetaData.create().totalHits(pageTemplates.getSize()).hits(pageTemplates.getSize()).build();" is 137.,60
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageTemplateResource,listByCanRender,Long Statement,The length of the statement "final ContentListMetaData metaData=ContentListMetaData.create().totalHits(filteredPageTemplates.getSize()).hits(filteredPageTemplates.getSize()).build();" is 153.,75
xp,com.enonic.xp.admin.impl.rest.resource.content.page,PageTemplateResource,getDefault,Long Statement,The length of the statement "final PageTemplate pageTemplate=pageTemplateService.getDefault(GetDefaultPageTemplateParams.create().site(siteId).contentType(contentTypeName).build());" is 152.,91
xp,com.enonic.xp.admin.impl.rest.resource.content.page,UpdatePageJson,UpdatePageJson,Long Parameter List,The method has 5 parameters. ,23
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_key,Long Statement,The length of the statement "final Form layoutForm=Form.create().addFormItem(Input.create().name("columns").maximizeUIInputWidth(true).label("Columns").inputType(InputTypeName.DOUBLE).build()).build();" is 172.,36
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_key,Long Statement,The length of the statement "final LayoutDescriptor layoutDescriptor=LayoutDescriptor.create().name("fancy-layout").displayName("Fancy layout").config(layoutForm).regions(RegionDescriptors.create().add(RegionDescriptor.create().name("left").build()).add(RegionDescriptor.create().name("right").build()).build()).key(key).build();" is 300.,36
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_key,Long Statement,The length of the statement "String jsonString=request().path("content/page/layout/descriptor").queryParam("key"`"application:fancy-layout").get().getAsString();" is 132.,36
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_applications,Long Statement,The length of the statement "final Form layoutForm=Form.create().addFormItem(Input.create().name("columns").label("Columns").inputType(InputTypeName.DOUBLE).build()).build();" is 145.,69
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_applications,Long Statement,The length of the statement "final LayoutDescriptor layoutDescriptor1=LayoutDescriptor.create().name("fancy-layout").displayName("Fancy layout").config(layoutForm).regions(RegionDescriptors.create().add(RegionDescriptor.create().name("left").build()).add(RegionDescriptor.create().name("right").build()).build()).key(DescriptorKey.from("application:fancy-layout")).build();" is 344.,69
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_applications,Long Statement,The length of the statement "final LayoutDescriptor layoutDescriptor2=LayoutDescriptor.create().name("putty-layout").displayName("Putty layout").config(layoutForm).regions(RegionDescriptors.create().add(RegionDescriptor.create().name("top").build()).add(RegionDescriptor.create().name("bottom").build()).build()).key(DescriptorKey.from("application:putty-layout")).build();" is 344.,69
xp,com.enonic.xp.admin.impl.rest.resource.content.page.layout,LayoutDescriptorResourceTest,test_get_by_applications,Long Statement,The length of the statement "String jsonString=request().path("content/page/layout/descriptor/list/by_applications").entity(readFromFile("get_by_applications_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 197.,69
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_Input,Long Statement,The length of the statement "InputJson inputJson=new InputJson(Input.create().name("myTextLine").label("My TextLine").immutable(true).indexed(true).maximizeUIInputWidth(true).validationRegexp("script").customText("Custom text").helpText("Help text").occurrences(1`3).inputType(InputTypeName.TEXT_LINE).build());" is 282.,27
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_Input,Magic Number,The method contains a magic number: 3,27
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_Input_with_config,Long Statement,The length of the statement "InputJson inputJson=new InputJson(Input.create().name("myTextLine").label("My TextLine").immutable(true).indexed(true).validationRegexp("script").customText("Custom text").helpText("Help text").occurrences(1`3).inputType(InputTypeName.TEXT_AREA).build());" is 255.,48
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_Input_with_config,Magic Number,The method contains a magic number: 3,48
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_FormItemSet,Long Statement,The length of the statement "FormItemSetJson formItemSetJson=new FormItemSetJson(FormItemSet.create().name("mySet").label("My set").customText("Custom text").helpText("Help text").occurrences(0`10).addFormItem(Input.create().name("myTextLine").label("myTextLine").inputType(InputTypeName.TEXT_LINE).build()).addFormItem(Input.create().name("myDate").label("myDate").inputType(InputTypeName.DATE).build()).build());" is 385.,68
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_FormItemSet,Magic Number,The method contains a magic number: 10,68
xp,com.enonic.xp.admin.impl.json.form,FormItemJsonTest,serialization_of_FieldSet,Long Statement,The length of the statement "FieldSetJson fieldSetJson=new FieldSetJson(FieldSet.create().name("myFieldSet").label("My field set").addFormItem(Input.create().name("myTextLine").label("myTextLine").inputType(InputTypeName.TEXT_LINE).build()).addFormItem(Input.create().name("myDate").label("myDate").inputType(InputTypeName.DATE).inputTypeProperty(InputTypeProperty.create("timezone"`"true").build()).build()).addFormItem(Input.create().name("myOptions").label("myOptions").inputType(InputTypeName.CHECK_BOX).inputTypeProperty(InputTypeProperty.create("option"`"label1").attribute("value"`"value1").build()).inputTypeProperty(InputTypeProperty.create("option"`"label2").attribute("value"`"value2").build()).build()).build());" is 695.,86
xp,com.enonic.xp.admin.impl.security,AuthHelper,runAsAuthenticated,Long Statement,The length of the statement "final AuthenticationInfo authInfo=AuthenticationInfo.create().principals(RoleKeys.AUTHENTICATED).user(User.ANONYMOUS).build();" is 126.,130
xp,com.enonic.xp.admin.impl,AdminHandler,AdminHandler,Magic Number,The method contains a magic number: 20,16
xp,com.enonic.xp.admin.impl.rest.resource.security.json,CreateUserJson,toCreateUserParams,Long Statement,The length of the statement "return CreateUserParams.create().userKey(principalKey).displayName(this.displayName).email(this.email).login(this.login).build();" is 129.,35
xp,com.enonic.xp.admin.impl.rest.resource.security.json,UpdateUserJson,UpdateUserJson,Long Parameter List,The method has 6 parameters. ,24
xp,com.enonic.xp.admin.impl.rest.resource.security.json,UpdateUserJson,UpdateUserJson,Long Statement,The length of the statement "this.updateUserParams=UpdateUserParams.create().userKey(principalKey).displayName(displayName).email(email).login(login).build();" is 129.,24
xp,com.enonic.xp.admin.impl.rest.resource.security.json,CreateUserStoreJson,CreateUserStoreJson,Long Statement,The length of the statement "final UserStoreAccessControlEntry[] userStoreAclEntries=aclEntries.stream().map(UserStoreAccessControlEntryJson::getEntry).toArray(UserStoreAccessControlEntry[]::new);" is 167.,19
xp,com.enonic.xp.admin.impl.rest.resource.security.json,CreateUserStoreJson,CreateUserStoreJson,Long Statement,The length of the statement "this.createUserStoreParams=CreateUserStoreParams.create().key(UserStoreKey.from(userStoreKey)).displayName(displayName).permissions(permissions).build();" is 153.,19
xp,com.enonic.xp.admin.impl.rest.resource.security.json,UserStoreAccessControlEntryJson,UserStoreAccessControlEntryJson,Long Statement,The length of the statement "this.entry=UserStoreAccessControlEntry.create().principal(PrincipalKey.from(principal.getKey())).access(UserStoreAccess.valueOf(access.toUpperCase())).build();" is 159.,27
xp,com.enonic.xp.admin.impl.rest.resource.security.json,UpdateUserStoreJson,UpdateUserStoreJson,Long Statement,The length of the statement "final UserStoreAccessControlEntry[] userStoreAclEntries=aclEntries == null ? null : aclEntries.stream().map(UserStoreAccessControlEntryJson::getEntry).toArray(UserStoreAccessControlEntry[]::new);" is 195.,19
xp,com.enonic.xp.admin.impl.rest.resource.security.json,UpdateUserStoreJson,UpdateUserStoreJson,Long Statement,The length of the statement "this.updateUserStoreParams=UpdateUserStoreParams.create().key(UserStoreKey.from(userStoreKey)).displayName(displayName).permissions(permissions).build();" is 153.,19
xp,com.enonic.xp.admin.impl.rest.resource.export,RepoPath,from,Magic Number,The method contains a magic number: 3,38
xp,com.enonic.xp.admin.impl.rest.resource.export,RepoPath,from,Magic Number,The method contains a magic number: 2,38
xp,com.enonic.xp.admin.impl.rest.resource.export,ExportResource,exportNodes,Long Statement,The length of the statement "final NodeExportResult result=getContext(request.getSourceRepoPath()).callWith(() -> this.exportService.exportNodes(ExportNodesParams.create().sourceNodePath(request.getSourceRepoPath().getNodePath()).targetDirectory(getExportDirectory(request.getExportName()).toString()).dryRun(request.isDryRun()).includeNodeIds(request.isExportWithIds()).build()));" is 352.,42
xp,com.enonic.xp.admin.impl.rest.resource.export,ExportResource,importNodes,Long Statement,The length of the statement "final NodeImportResult result=getContext(request.getTargetRepoPath()).callWith(() -> this.exportService.importNodes(ImportNodesParams.create().source(VirtualFiles.from(getExportDirectory(request.getExportName()))).targetNodePath(request.getTargetRepoPath().getNodePath()).dryRun(request.isDryRun()).includeNodeIds(request.isImportWithIds()).includePermissions(request.isImportWithPermissions()).build()));" is 405.,58
xp,com.enonic.xp.admin.impl.rest.resource.export,ExportResource,getContext,Long Statement,The length of the statement "return ContextBuilder.from(ContextAccessor.current()).branch(repoPath.getBranch()).repositoryId(repoPath.getRepositoryId()).build();" is 132.,75
xp,com.enonic.xp.admin.impl.rest.resource.export,ImportNodesRequestJson,ImportNodesRequestJson,Long Parameter List,The method has 5 parameters. ,19
